"emoji.chars","emoji.descriptions"
"<U+0001F3CB><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man lifting weights: medium-light skin tone"
"<U+0001F3CB><U+0001F3FC>","<U+200D><U+2642> man lifting weights: medium-light skin tone"
"<U+0001F3CB><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man lifting weights: medium skin tone"
"<U+0001F3CB><U+0001F3FD>","<U+200D><U+2642> man lifting weights: medium skin tone"
"<U+0001F3CB><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man lifting weights: medium-dark skin tone"
"<U+0001F3CB><U+0001F3FE>","<U+200D><U+2642> man lifting weights: medium-dark skin tone"
"<U+0001F3CB><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man lifting weights: dark skin tone"
"<U+0001F3CB><U+0001F3FF>","<U+200D><U+2642> man lifting weights: dark skin tone"
"<U+0001F3CB><U+FE0F>","<U+200D><U+2640><U+FE0F> woman lifting weights"
"<U+0001F3CB><U+200D>","<U+2640><U+FE0F> woman lifting weights"
"<U+0001F3CB><U+FE0F>","<U+200D><U+2640> woman lifting weights"
"<U+0001F3CB><U+200D>","<U+2640> woman lifting weights"
"<U+0001F3CB><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman lifting weights: light skin tone"
"<U+0001F3CB><U+0001F3FB>","<U+200D><U+2640> woman lifting weights: light skin tone"
"<U+0001F3CB><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman lifting weights: medium-light skin tone"
"<U+0001F3CB><U+0001F3FC>","<U+200D><U+2640> woman lifting weights: medium-light skin tone"
"<U+0001F3CB><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman lifting weights: medium skin tone"
"<U+0001F3CB><U+0001F3FD>","<U+200D><U+2640> woman lifting weights: medium skin tone"
"<U+0001F3CB><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman lifting weights: medium-dark skin tone"
"<U+0001F3CB><U+0001F3FE>","<U+200D><U+2640> woman lifting weights: medium-dark skin tone"
"<U+0001F3CB><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman lifting weights: dark skin tone"
"<U+0001F3CB><U+0001F3FF>","<U+200D><U+2640> woman lifting weights: dark skin tone"
"<U+0001F6B4>","person biking"
"<U+0001F6B4><U+0001F3FB>","person biking: light skin tone"
"<U+0001F6B4><U+0001F3FC>","person biking: medium-light skin tone"
"<U+0001F6B4><U+0001F3FD>","person biking: medium skin tone"
"<U+0001F6B4><U+0001F3FE>","person biking: medium-dark skin tone"
"<U+0001F6B4><U+0001F3FF>","person biking: dark skin tone"
"<U+0001F6B4><U+200D>","<U+2642><U+FE0F> man biking"
"<U+0001F6B4><U+200D>","<U+2642> man biking"
"<U+0001F6B4><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man biking: light skin tone"
"<U+0001F6B4><U+0001F3FB>","<U+200D><U+2642> man biking: light skin tone"
"<U+0001F6B4><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man biking: medium-light skin tone"
"<U+0001F6B4><U+0001F3FC>","<U+200D><U+2642> man biking: medium-light skin tone"
"<U+0001F6B4><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man biking: medium skin tone"
"<U+0001F6B4><U+0001F3FD>","<U+200D><U+2642> man biking: medium skin tone"
"<U+0001F6B4><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man biking: medium-dark skin tone"
"<U+0001F6B4><U+0001F3FE>","<U+200D><U+2642> man biking: medium-dark skin tone"
"<U+0001F6B4><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man biking: dark skin tone"
"<U+0001F6B4><U+0001F3FF>","<U+200D><U+2642> man biking: dark skin tone"
"<U+0001F6B4><U+200D>","<U+2640><U+FE0F> woman biking"
"<U+0001F6B4><U+200D>","<U+2640> woman biking"
"<U+0001F6B4><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman biking: light skin tone"
"<U+0001F6B4><U+0001F3FB>","<U+200D><U+2640> woman biking: light skin tone"
"<U+0001F6B4><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman biking: medium-light skin tone"
"<U+0001F6B4><U+0001F3FC>","<U+200D><U+2640> woman biking: medium-light skin tone"
"<U+0001F6B4><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman biking: medium skin tone"
"<U+0001F6B4><U+0001F3FD>","<U+200D><U+2640> woman biking: medium skin tone"
"<U+0001F6B4><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman biking: medium-dark skin tone"
"<U+0001F6B4><U+0001F3FE>","<U+200D><U+2640> woman biking: medium-dark skin tone"
"<U+0001F6B4><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman biking: dark skin tone"
"<U+0001F6B4><U+0001F3FF>","<U+200D><U+2640> woman biking: dark skin tone"
"<U+0001F6B5>","person mountain biking"
"<U+0001F6B5><U+0001F3FB>","person mountain biking: light skin tone"
"<U+0001F6B5><U+0001F3FC>","person mountain biking: medium-light skin tone"
"<U+0001F6B5><U+0001F3FD>","person mountain biking: medium skin tone"
"<U+0001F6B5><U+0001F3FE>","person mountain biking: medium-dark skin tone"
"<U+0001F6B5><U+0001F3FF>","person mountain biking: dark skin tone"
"<U+0001F6B5><U+200D>","<U+2642><U+FE0F> man mountain biking"
"<U+0001F6B5><U+200D>","<U+2642> man mountain biking"
"<U+0001F6B5><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man mountain biking: light skin tone"
"<U+0001F6B5><U+0001F3FB>","<U+200D><U+2642> man mountain biking: light skin tone"
"<U+0001F6B5><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man mountain biking: medium-light skin tone"
"<U+0001F6B5><U+0001F3FC>","<U+200D><U+2642> man mountain biking: medium-light skin tone"
"<U+0001F6B5><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man mountain biking: medium skin tone"
"<U+0001F6B5><U+0001F3FD>","<U+200D><U+2642> man mountain biking: medium skin tone"
"<U+0001F6B5><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man mountain biking: medium-dark skin tone"
"<U+0001F6B5><U+0001F3FE>","<U+200D><U+2642> man mountain biking: medium-dark skin tone"
"<U+0001F6B5><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man mountain biking: dark skin tone"
"<U+0001F6B5><U+0001F3FF>","<U+200D><U+2642> man mountain biking: dark skin tone"
"<U+0001F6B5><U+200D>","<U+2640><U+FE0F> woman mountain biking"
"<U+0001F6B5><U+200D>","<U+2640> woman mountain biking"
"<U+0001F6B5><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman mountain biking: light skin tone"
"<U+0001F6B5><U+0001F3FB>","<U+200D><U+2640> woman mountain biking: light skin tone"
"<U+0001F6B5><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman mountain biking: medium-light skin tone"
"<U+0001F6B5><U+0001F3FC>","<U+200D><U+2640> woman mountain biking: medium-light skin tone"
"<U+0001F6B5><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman mountain biking: medium skin tone"
"<U+0001F6B5><U+0001F3FD>","<U+200D><U+2640> woman mountain biking: medium skin tone"
"<U+0001F6B5><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman mountain biking: medium-dark skin tone"
"<U+0001F6B5><U+0001F3FE>","<U+200D><U+2640> woman mountain biking: medium-dark skin tone"
"<U+0001F6B5><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman mountain biking: dark skin tone"
"<U+0001F6B5><U+0001F3FF>","<U+200D><U+2640> woman mountain biking: dark skin tone"
"<U+0001F938>","person cartwheeling"
"<U+0001F938><U+0001F3FB>","person cartwheeling: light skin tone"
"<U+0001F938><U+0001F3FC>","person cartwheeling: medium-light skin tone"
"<U+0001F938><U+0001F3FD>","person cartwheeling: medium skin tone"
"<U+0001F938><U+0001F3FE>","person cartwheeling: medium-dark skin tone"
"<U+0001F938><U+0001F3FF>","person cartwheeling: dark skin tone"
"<U+0001F938><U+200D>","<U+2642><U+FE0F> man cartwheeling"
"<U+0001F938><U+200D>","<U+2642> man cartwheeling"
"<U+0001F938><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man cartwheeling: light skin tone"
"<U+0001F938><U+0001F3FB>","<U+200D><U+2642> man cartwheeling: light skin tone"
"<U+0001F938><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man cartwheeling: medium-light skin tone"
"<U+0001F938><U+0001F3FC>","<U+200D><U+2642> man cartwheeling: medium-light skin tone"
"<U+0001F938><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man cartwheeling: medium skin tone"
"<U+0001F938><U+0001F3FD>","<U+200D><U+2642> man cartwheeling: medium skin tone"
"<U+0001F938><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man cartwheeling: medium-dark skin tone"
"<U+0001F938><U+0001F3FE>","<U+200D><U+2642> man cartwheeling: medium-dark skin tone"
"<U+0001F938><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man cartwheeling: dark skin tone"
"<U+0001F938><U+0001F3FF>","<U+200D><U+2642> man cartwheeling: dark skin tone"
"<U+0001F938><U+200D>","<U+2640><U+FE0F> woman cartwheeling"
"<U+0001F938><U+200D>","<U+2640> woman cartwheeling"
"<U+0001F938><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman cartwheeling: light skin tone"
"<U+0001F938><U+0001F3FB>","<U+200D><U+2640> woman cartwheeling: light skin tone"
"<U+0001F938><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman cartwheeling: medium-light skin tone"
"<U+0001F938><U+0001F3FC>","<U+200D><U+2640> woman cartwheeling: medium-light skin tone"
"<U+0001F938><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman cartwheeling: medium skin tone"
"<U+0001F938><U+0001F3FD>","<U+200D><U+2640> woman cartwheeling: medium skin tone"
"<U+0001F938><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman cartwheeling: medium-dark skin tone"
"<U+0001F938><U+0001F3FE>","<U+200D><U+2640> woman cartwheeling: medium-dark skin tone"
"<U+0001F938><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman cartwheeling: dark skin tone"
"<U+0001F938><U+0001F3FF>","<U+200D><U+2640> woman cartwheeling: dark skin tone"
"<U+0001F93C>","people wrestling"
"<U+0001F93C><U+200D>","<U+2642><U+FE0F> men wrestling"
"<U+0001F93C><U+200D>","<U+2642> men wrestling"
"<U+0001F93C><U+200D>","<U+2640><U+FE0F> women wrestling"
"<U+0001F93C><U+200D>","<U+2640> women wrestling"
"<U+0001F93D>","person playing water polo"
"<U+0001F93D><U+0001F3FB>","person playing water polo: light skin tone"
"<U+0001F93D><U+0001F3FC>","person playing water polo: medium-light skin tone"
"<U+0001F93D><U+0001F3FD>","person playing water polo: medium skin tone"
"<U+0001F93D><U+0001F3FE>","person playing water polo: medium-dark skin tone"
"<U+0001F93D><U+0001F3FF>","person playing water polo: dark skin tone"
"<U+0001F93D><U+200D>","<U+2642><U+FE0F> man playing water polo"
"<U+0001F93D><U+200D>","<U+2642> man playing water polo"
"<U+0001F93D><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man playing water polo: light skin tone"
"<U+0001F93D><U+0001F3FB>","<U+200D><U+2642> man playing water polo: light skin tone"
"<U+0001F93D><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man playing water polo: medium-light skin tone"
"<U+0001F93D><U+0001F3FC>","<U+200D><U+2642> man playing water polo: medium-light skin tone"
"<U+0001F93D><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man playing water polo: medium skin tone"
"<U+0001F93D><U+0001F3FD>","<U+200D><U+2642> man playing water polo: medium skin tone"
"<U+0001F93D><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man playing water polo: medium-dark skin tone"
"<U+0001F93D><U+0001F3FE>","<U+200D><U+2642> man playing water polo: medium-dark skin tone"
"<U+0001F93D><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man playing water polo: dark skin tone"
"<U+0001F93D><U+0001F3FF>","<U+200D><U+2642> man playing water polo: dark skin tone"
"<U+0001F93D><U+200D>","<U+2640><U+FE0F> woman playing water polo"
"<U+0001F93D><U+200D>","<U+2640> woman playing water polo"
"<U+0001F93D><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman playing water polo: light skin tone"
"<U+0001F93D><U+0001F3FB>","<U+200D><U+2640> woman playing water polo: light skin tone"
"<U+0001F93D><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman playing water polo: medium-light skin tone"
"<U+0001F93D><U+0001F3FC>","<U+200D><U+2640> woman playing water polo: medium-light skin tone"
"<U+0001F93D><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman playing water polo: medium skin tone"
"<U+0001F93D><U+0001F3FD>","<U+200D><U+2640> woman playing water polo: medium skin tone"
"<U+0001F93D><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman playing water polo: medium-dark skin tone"
"<U+0001F93D><U+0001F3FE>","<U+200D><U+2640> woman playing water polo: medium-dark skin tone"
"<U+0001F93D><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman playing water polo: dark skin tone"
"<U+0001F93D><U+0001F3FF>","<U+200D><U+2640> woman playing water polo: dark skin tone"
"<U+0001F93E>","person playing handball"
"<U+0001F93E><U+0001F3FB>","person playing handball: light skin tone"
"<U+0001F93E><U+0001F3FC>","person playing handball: medium-light skin tone"
"<U+0001F93E><U+0001F3FD>","person playing handball: medium skin tone"
"<U+0001F93E><U+0001F3FE>","person playing handball: medium-dark skin tone"
"<U+0001F93E><U+0001F3FF>","person playing handball: dark skin tone"
"<U+0001F93E><U+200D>","<U+2642><U+FE0F> man playing handball"
"<U+0001F93E><U+200D>","<U+2642> man playing handball"
"<U+0001F93E><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man playing handball: light skin tone"
"<U+0001F93E><U+0001F3FB>","<U+200D><U+2642> man playing handball: light skin tone"
"<U+0001F93E><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man playing handball: medium-light skin tone"
"<U+0001F93E><U+0001F3FC>","<U+200D><U+2642> man playing handball: medium-light skin tone"
"<U+0001F93E><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man playing handball: medium skin tone"
"<U+0001F93E><U+0001F3FD>","<U+200D><U+2642> man playing handball: medium skin tone"
"<U+0001F93E><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man playing handball: medium-dark skin tone"
"<U+0001F93E><U+0001F3FE>","<U+200D><U+2642> man playing handball: medium-dark skin tone"
"<U+0001F93E><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man playing handball: dark skin tone"
"<U+0001F93E><U+0001F3FF>","<U+200D><U+2642> man playing handball: dark skin tone"
"<U+0001F93E><U+200D>","<U+2640><U+FE0F> woman playing handball"
"<U+0001F93E><U+200D>","<U+2640> woman playing handball"
"<U+0001F93E><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman playing handball: light skin tone"
"<U+0001F93E><U+0001F3FB>","<U+200D><U+2640> woman playing handball: light skin tone"
"<U+0001F93E><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman playing handball: medium-light skin tone"
"<U+0001F93E><U+0001F3FC>","<U+200D><U+2640> woman playing handball: medium-light skin tone"
"<U+0001F93E><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman playing handball: medium skin tone"
"<U+0001F93E><U+0001F3FD>","<U+200D><U+2640> woman playing handball: medium skin tone"
"<U+0001F93E><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman playing handball: medium-dark skin tone"
"<U+0001F93E><U+0001F3FE>","<U+200D><U+2640> woman playing handball: medium-dark skin tone"
"<U+0001F93E><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman playing handball: dark skin tone"
"<U+0001F93E><U+0001F3FF>","<U+200D><U+2640> woman playing handball: dark skin tone"
"<U+0001F939>","person juggling"
"<U+0001F939><U+0001F3FB>","person juggling: light skin tone"
"<U+0001F939><U+0001F3FC>","person juggling: medium-light skin tone"
"<U+0001F939><U+0001F3FD>","person juggling: medium skin tone"
"<U+0001F939><U+0001F3FE>","person juggling: medium-dark skin tone"
"<U+0001F939><U+0001F3FF>","person juggling: dark skin tone"
"<U+0001F939><U+200D>","<U+2642><U+FE0F> man juggling"
"<U+0001F939><U+200D>","<U+2642> man juggling"
"<U+0001F939><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man juggling: light skin tone"
"<U+0001F939><U+0001F3FB>","<U+200D><U+2642> man juggling: light skin tone"
"<U+0001F939><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man juggling: medium-light skin tone"
"<U+0001F939><U+0001F3FC>","<U+200D><U+2642> man juggling: medium-light skin tone"
"<U+0001F939><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man juggling: medium skin tone"
"<U+0001F939><U+0001F3FD>","<U+200D><U+2642> man juggling: medium skin tone"
"<U+0001F939><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man juggling: medium-dark skin tone"
"<U+0001F939><U+0001F3FE>","<U+200D><U+2642> man juggling: medium-dark skin tone"
"<U+0001F939><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man juggling: dark skin tone"
"<U+0001F939><U+0001F3FF>","<U+200D><U+2642> man juggling: dark skin tone"
"<U+0001F939><U+200D>","<U+2640><U+FE0F> woman juggling"
"<U+0001F939><U+200D>","<U+2640> woman juggling"
"<U+0001F939><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman juggling: light skin tone"
"<U+0001F939><U+0001F3FB>","<U+200D><U+2640> woman juggling: light skin tone"
"<U+0001F939><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman juggling: medium-light skin tone"
"<U+0001F939><U+0001F3FC>","<U+200D><U+2640> woman juggling: medium-light skin tone"
"<U+0001F939><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman juggling: medium skin tone"
"<U+0001F939><U+0001F3FD>","<U+200D><U+2640> woman juggling: medium skin tone"
"<U+0001F939><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman juggling: medium-dark skin tone"
"<U+0001F939><U+0001F3FE>","<U+200D><U+2640> woman juggling: medium-dark skin tone"
"<U+0001F939><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman juggling: dark skin tone"
"<U+0001F939><U+0001F3FF>","<U+200D><U+2640> woman juggling: dark skin tone"
"<U+0001F9D8>","person in lotus position"
"<U+0001F9D8><U+0001F3FB>","person in lotus position: light skin tone"
"<U+0001F9D8><U+0001F3FC>","person in lotus position: medium-light skin tone"
"<U+0001F9D8><U+0001F3FD>","person in lotus position: medium skin tone"
"<U+0001F9D8><U+0001F3FE>","person in lotus position: medium-dark skin tone"
"<U+0001F9D8><U+0001F3FF>","person in lotus position: dark skin tone"
"<U+0001F9D8><U+200D>","<U+2642><U+FE0F> man in lotus position"
"<U+0001F9D8><U+200D>","<U+2642> man in lotus position"
"<U+0001F9D8><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man in lotus position: light skin tone"
"<U+0001F9D8><U+0001F3FB>","<U+200D><U+2642> man in lotus position: light skin tone"
"<U+0001F9D8><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man in lotus position: medium-light skin tone"
"<U+0001F9D8><U+0001F3FC>","<U+200D><U+2642> man in lotus position: medium-light skin tone"
"<U+0001F9D8><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man in lotus position: medium skin tone"
"<U+0001F9D8><U+0001F3FD>","<U+200D><U+2642> man in lotus position: medium skin tone"
"<U+0001F9D8><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man in lotus position: medium-dark skin tone"
"<U+0001F9D8><U+0001F3FE>","<U+200D><U+2642> man in lotus position: medium-dark skin tone"
"<U+0001F9D8><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man in lotus position: dark skin tone"
"<U+0001F9D8><U+0001F3FF>","<U+200D><U+2642> man in lotus position: dark skin tone"
"<U+0001F9D8><U+200D>","<U+2640><U+FE0F> woman in lotus position"
"<U+0001F9D8><U+200D>","<U+2640> woman in lotus position"
"<U+0001F9D8><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman in lotus position: light skin tone"
"<U+0001F9D8><U+0001F3FB>","<U+200D><U+2640> woman in lotus position: light skin tone"
"<U+0001F9D8><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman in lotus position: medium-light skin tone"
"<U+0001F9D8><U+0001F3FC>","<U+200D><U+2640> woman in lotus position: medium-light skin tone"
"<U+0001F9D8><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman in lotus position: medium skin tone"
"<U+0001F9D8><U+0001F3FD>","<U+200D><U+2640> woman in lotus position: medium skin tone"
"<U+0001F9D8><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman in lotus position: medium-dark skin tone"
"<U+0001F9D8><U+0001F3FE>","<U+200D><U+2640> woman in lotus position: medium-dark skin tone"
"<U+0001F9D8><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman in lotus position: dark skin tone"
"<U+0001F9D8><U+0001F3FF>","<U+200D><U+2640> woman in lotus position: dark skin tone"
"<U+0001F6C0>","person taking bath"
"<U+0001F6C0><U+0001F3FB>","person taking bath: light skin tone"
"<U+0001F6C0><U+0001F3FC>","person taking bath: medium-light skin tone"
"<U+0001F6C0><U+0001F3FD>","person taking bath: medium skin tone"
"<U+0001F6C0><U+0001F3FE>","person taking bath: medium-dark skin tone"
"<U+0001F6C0><U+0001F3FF>","person taking bath: dark skin tone"
"<U+0001F6CC>","person in bed"
"<U+0001F6CC><U+0001F3FB>","person in bed: light skin tone"
"<U+0001F6CC><U+0001F3FC>","person in bed: medium-light skin tone"
"<U+0001F6CC><U+0001F3FD>","person in bed: medium skin tone"
"<U+0001F6CC><U+0001F3FE>","person in bed: medium-dark skin tone"
"<U+0001F6CC><U+0001F3FF>","person in bed: dark skin tone"
"<U+0001F9D1><U+200D>","<U+0001F91D><U+200D><U+0001F9D1> people holding hands"
"<U+0001F9D1><U+0001F3FB>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FB> people holding hands: light skin tone"
"<U+0001F9D1><U+0001F3FC>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FB> people holding hands: medium-light skin tone, light skin tone"
"<U+0001F9D1><U+0001F3FC>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FC> people holding hands: medium-light skin tone"
"<U+0001F9D1><U+0001F3FD>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FB> people holding hands: medium skin tone, light skin tone"
"<U+0001F9D1><U+0001F3FD>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FC> people holding hands: medium skin tone, medium-light skin tone"
"<U+0001F9D1><U+0001F3FD>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FD> people holding hands: medium skin tone"
"<U+0001F9D1><U+0001F3FE>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FB> people holding hands: medium-dark skin tone, light skin tone"
"<U+0001F9D1><U+0001F3FE>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FC> people holding hands: medium-dark skin tone, medium-light skin tone"
"<U+0001F9D1><U+0001F3FE>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FD> people holding hands: medium-dark skin tone, medium skin tone"
"<U+0001F9D1><U+0001F3FE>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FE> people holding hands: medium-dark skin tone"
"<U+0001F9D1><U+0001F3FF>","<U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F3FB> people holding hands: dark skin tone, light skin tone"
